"Order Date","Item Type","Units Sold","Unit Price","Total Profit","Country","Year","Revenue","Unit_Cost","Cost_Rank","Count"
"3/10/2013","Baby Food",8580,255.28,822478.8,"Canada","2013",2190302.4,159.42,4738,8090
"8/7/2013","Baby Food",4447,255.28,426289.42,"Australia","2013",1135230.16,159.42,4738,8090
"3/24/2013","Cereal",6903,205.7,611536.77,"Vietnam","2013",1419947.1,117.11,4021,8090
"2/15/2013","Cosmetics",9389,437.2,1632465.43,"Singapore","2013",4104870.8,263.33,5473,8090
"8/21/2013","Cereal",9984,205.7,884482.56,"Australia","2013",2053708.8,117.11,4021,8090
"4/25/2013","Baby Food",8025,255.28,769276.5,"Vietnam","2013",2048622,159.42,4738,8090
"1/17/2013","Personal Care",1010,81.73,25310.6,"Luxembourg","2013",82547.3,56.67,2109,8090
"5/17/2013","Cereal",6773,205.7,600020.07,"Ukraine","2013",1393206.1,117.11,4156,8090
"8/10/2013","Baby Food",3468,255.28,332442.48,"New Zealand","2013",885311.04,159.42,5024,8090
"8/2/2013","Household",7475,668.27,1238831.75,"Singapore","2013",4995318.25,502.54,7183,8090
"11/19/2013","Cosmetics",4504,437.2,783110.48,"Luxembourg","2013",1969148.8,263.33,5971,8090
"7/4/2013","Meat",3455,421.89,197626,"Vietnam","2013",1457629.95,364.69,6240,8090
"7/30/2013","Baby Food",2451,255.28,234952.86,"Luxembourg","2013",625691.28,159.42,5024,8090
"12/26/2013","Meat",5452,421.89,311854.4,"Ukraine","2013",2300144.28,364.69,6240,8090
"10/5/2013","Meat",2993,421.89,171199.6,"Norway","2013",1262716.77,364.69,6240,8090
"4/20/2013","Cosmetics",2627,437.2,456756.49,"Norway","2013",1148524.4,263.33,5473,8090
"7/3/2013","Personal Care",9085,81.73,227670.1,"Luxembourg","2013",742517.05,56.67,2372,8090
"2/21/2013","Household",4224,668.27,700043.52,"Vietnam","2013",2822772.48,502.54,6910,8090
"6/11/2013","Clothes",3975,109.28,291924,"Ukraine","2013",434388,35.84,1619,8090
"3/29/2013","Office Supplies",1589,651.21,200611.25,"Norway","2013",1034772.69,524.96,7440,8090
"3/8/2013","Beverages",2131,47.45,33371.46,"Norway","2013",101115.95,31.79,1284,8090
"6/13/2013","Cereal",3562,205.7,315557.58,"New Zealand","2013",732703.4,117.11,4021,8090
"4/4/2013","Fruits",7066,9.33,17029.06,"Norway","2013",65925.78,6.92,125,8090
"10/5/2013","Meat",7207,421.89,412240.4,"Cuba","2013",3040561.23,364.69,6240,8090
"5/18/2013","Personal Care",6785,81.73,170032.1,"Ukraine","2013",554538.05,56.67,2372,8090
"5/21/2013","Office Supplies",2449,651.21,309186.25,"Luxembourg","2013",1594813.29,524.96,7440,8090
"5/22/2013","Snacks",1812,152.58,99913.68,"Cuba","2013",276474.96,97.44,3514,8090
"4/21/2013","Beverages",5274,47.45,82590.84,"New Zealand","2013",250251.3,31.79,861,8090
"1/17/2013","Household",8081,668.27,1339264.13,"Cuba","2013",5400289.87,502.54,7183,8090
"5/10/2013","Household",7435,668.27,1232202.55,"Vietnam","2013",4968587.45,502.54,7366,8090
"10/30/2013","Baby Food",1199,255.28,114936.14,"Luxembourg","2013",306080.72,159.42,5024,8090
"5/17/2013","Household",5203,668.27,862293.19,"Vietnam","2013",3477008.81,502.54,7183,8090
"2/9/2013","Baby Food",7481,255.28,717128.66,"Canada","2013",1909749.68,159.42,5024,8090
"11/17/2013","Clothes",7703,109.28,565708.32,"Cuba","2013",841783.84,35.84,1619,8090
"2/13/2013","Vegetables",7517,154.06,474548.21,"Canada","2013",1158069.02,90.93,2949,8090
"12/7/2013","Cosmetics",8297,437.2,1442599.39,"Vietnam","2013",3627448.4,263.33,5473,8090
"6/6/2013","Meat",2371,421.89,135621.2,"Ukraine","2013",1000301.19,364.69,6240,8090
"7/31/2013","Clothes",8958,109.28,657875.52,"Australia","2013",978930.24,35.84,1379,8090
"9/20/2013","Meat",6231,421.89,356413.2,"New Zealand","2013",2628796.59,364.69,6073,8090
"2/4/2013","Fruits",3300,9.33,7953,"Norway","2013",30789,6.92,125,8090
"11/23/2013","Baby Food",4896,255.28,469330.56,"Australia","2013",1249850.88,159.42,5024,8090
"10/12/2013","Personal Care",4622,81.73,115827.32,"Norway","2013",377756.06,56.67,2012,8090
"9/16/2013","Household",5839,668.27,967697.47,"Norway","2013",3902028.53,502.54,6743,8090
"1/4/2013","Cosmetics",7117,437.2,1237432.79,"New Zealand","2013",3111552.4,263.33,5473,8090
"6/22/2013","Office Supplies",2568,651.21,324210,"Norway","2013",1672307.28,524.96,7440,8090
"4/28/2013","Fruits",8691,9.33,20945.31,"Singapore","2013",81087.03,6.92,125,8090
"1/18/2013","Office Supplies",4164,651.21,525705,"Canada","2013",2711638.44,524.96,7440,8090
"3/5/2013","Vegetables",9749,154.06,615454.37,"Vietnam","2013",1501930.94,90.93,2696,8090
"1/14/2013","Cosmetics",2559,437.2,444933.33,"Canada","2013",1118794.8,263.33,5473,8090
"2/15/2013","Baby Food",5250,255.28,503265,"Canada","2013",1340220,159.42,4738,8090
"6/20/2013","Vegetables",55,154.06,3472.15,"Australia","2013",8473.3,90.93,2696,8090
"6/12/2013","Clothes",8414,109.28,617924.16,"Australia","2013",919481.92,35.84,1619,8090
"8/18/2013","Household",3037,668.27,503322.01,"Singapore","2013",2029535.99,502.54,7183,8090
"9/26/2013","Cosmetics",1637,437.2,284625.19,"Canada","2013",715696.4,263.33,5971,8090
"8/12/2013","Clothes",9128,109.28,670360.32,"Singapore","2013",997507.84,35.84,1619,8090
"7/7/2013","Baby Food",8117,255.28,778095.62,"Norway","2013",2072107.76,159.42,5024,8090
"5/30/2013","Household",2877,668.27,476805.21,"Australia","2013",1922612.79,502.54,7183,8090
"7/10/2013","Beverages",8141,47.45,127488.06,"Norway","2013",386290.45,31.79,861,8090
"11/10/2013","Clothes",4931,109.28,362132.64,"Vietnam","2013",538859.68,35.84,1871,8090
"2/24/2013","Beverages",5393,47.45,84454.38,"New Zealand","2013",255897.85,31.79,667,8090
"5/24/2013","Clothes",1043,109.28,76597.92,"United Kingdom","2013",113979.04,35.84,1871,8090
"10/8/2013","Office Supplies",3017,651.21,380896.25,"Norway","2013",1964700.57,524.96,7440,8090
"4/25/2013","Personal Care",2663,81.73,66734.78,"Norway","2013",217646.99,56.67,2372,8090
"7/11/2013","Cereal",6865,205.7,608170.35,"Luxembourg","2013",1412130.5,117.11,4438,8090
"3/14/2013","Cereal",2464,205.7,218285.76,"Canada","2013",506844.8,117.11,4156,8090
"11/10/2013","Beverages",1434,47.45,22456.44,"United Kingdom","2013",68043.3,31.79,667,8090
"10/21/2013","Fruits",4558,9.33,10984.78,"Singapore","2013",42526.14,6.92,125,8090
"6/26/2013","Office Supplies",7456,651.21,941320,"Luxembourg","2013",4855421.76,524.96,8078,8090
"9/10/2013","Clothes",2934,109.28,215472.96,"Luxembourg","2013",320627.52,35.84,1871,8090
"11/12/2013","Beverages",8804,47.45,137870.64,"Ukraine","2013",417749.8,31.79,861,8090
"4/30/2013","Personal Care",3853,81.73,96556.18,"United Kingdom","2013",314905.69,56.67,2109,8090
"6/16/2013","Vegetables",9235,154.06,583005.55,"Singapore","2013",1422744.1,90.93,2949,8090
"3/22/2013","Meat",1102,421.89,63034.4,"United Kingdom","2013",464922.78,364.69,6073,8090
"4/3/2013","Clothes",8057,109.28,591706.08,"Luxembourg","2013",880468.96,35.84,1619,8090
"6/24/2013","Baby Food",6440,255.28,617338.4,"Norway","2013",1644003.2,159.42,4738,8090
"2/16/2013","Meat",8037,421.89,459716.4,"Ukraine","2013",3390729.93,364.69,6240,8090
"2/13/2013","Office Supplies",4732,651.21,597415,"Australia","2013",3081525.72,524.96,7440,8090
"7/14/2013","Beverages",322,47.45,5042.52,"Singapore","2013",15278.9,31.79,861,8090
"9/17/2013","Baby Food",8423,255.28,807428.78,"Luxembourg","2013",2150223.44,159.42,4738,8090
"9/24/2013","Office Supplies",6690,651.21,844612.5,"Vietnam","2013",4356594.9,524.96,7440,8090
"9/19/2013","Fruits",8007,9.33,19296.87,"Singapore","2013",74705.31,6.92,125,8090
"10/13/2013","Office Supplies",6136,651.21,774670,"Vietnam","2013",3995824.56,524.96,7440,8090
"8/12/2013","Cosmetics",844,437.2,146746.28,"Norway","2013",368996.8,263.33,5473,8090
"5/4/2013","Household",6880,668.27,1140222.4,"Canada","2013",4597697.6,502.54,6910,8090
"2/18/2013","Cosmetics",3273,437.2,569076.51,"Singapore","2013",1430955.6,263.33,5397,8090
"3/13/2013","Clothes",5601,109.28,411337.44,"United Kingdom","2013",612077.28,35.84,1619,8090
"4/9/2013","Cosmetics",3538,437.2,615152.06,"Canada","2013",1546813.6,263.33,5397,8090
"3/5/2013","Personal Care",4683,81.73,117355.98,"Canada","2013",382741.59,56.67,2372,8090
"9/21/2013","Baby Food",6243,255.28,598453.98,"New Zealand","2013",1593713.04,159.42,5024,8090
"7/27/2013","Snacks",4495,152.58,247854.3,"Ukraine","2013",685847.1,97.44,3830,8090
"3/14/2013","Beverages",6039,47.45,94570.74,"Norway","2013",286550.55,31.79,667,8090
"9/11/2013","Household",2298,668.27,380847.54,"New Zealand","2013",1535684.46,502.54,6910,8090
"7/22/2013","Office Supplies",599,651.21,75623.75,"Ukraine","2013",390074.79,524.96,7440,8090
"1/18/2013","Office Supplies",9592,651.21,1210990,"United Kingdom","2013",6246406.32,524.96,7440,8090
"12/28/2013","Cosmetics",3184,437.2,553602.08,"Ukraine","2013",1392044.8,263.33,5971,8090
"4/7/2013","Clothes",5877,109.28,431606.88,"New Zealand","2013",642238.56,35.84,1871,8090
"7/30/2013","Baby Food",2240,255.28,214726.4,"Ukraine","2013",571827.2,159.42,4717,8090
"12/1/2013","Baby Food",5532,255.28,530297.52,"Cuba","2013",1412208.96,159.42,4738,8090
"7/27/2013","Cereal",5637,205.7,499381.83,"Cuba","2013",1159530.9,117.11,4021,8090
"5/20/2013","Meat",9439,421.89,539910.8,"United Kingdom","2013",3982219.71,364.69,6240,8090
"8/22/2013","Office Supplies",6136,651.21,774670,"Australia","2013",3995824.56,524.96,7440,8090
"8/26/2013","Snacks",6172,152.58,340324.08,"Australia","2013",941723.76,97.44,3830,8090
"4/11/2013","Meat",1340,421.89,76648,"Cuba","2013",565332.6,364.69,6240,8090
"2/3/2013","Snacks",8652,152.58,477071.28,"Ukraine","2013",1320122.16,97.44,3514,8090
"1/14/2013","Household",9982,668.27,1654316.86,"Norway","2013",6670671.14,502.54,6743,8090
"8/1/2013","Beverages",4893,47.45,76624.38,"United Kingdom","2013",232172.85,31.79,667,8090
"3/4/2013","Personal Care",7459,81.73,186922.54,"Ukraine","2013",609624.07,56.67,2109,8090
"8/13/2013","Household",3421,668.27,566962.33,"Canada","2013",2286151.67,502.54,6910,8090
"4/11/2013","Beverages",8485,47.45,132875.1,"Australia","2013",402613.25,31.79,861,8090
"7/19/2013","Office Supplies",150,651.21,18937.5,"New Zealand","2013",97681.5,524.96,7440,8090
"5/13/2013","Cereal",2889,205.7,255936.51,"Ukraine","2013",594267.3,117.11,4021,8090
"7/4/2013","Meat",3020,421.89,172744,"New Zealand","2013",1274107.8,364.69,6240,8090
"4/1/2013","Clothes",5758,109.28,422867.52,"Canada","2013",629234.24,35.84,1379,8090
"9/12/2013","Household",6169,668.27,1022388.37,"Cuba","2013",4122557.63,502.54,6910,8090
"4/29/2013","Clothes",5771,109.28,423822.24,"Ukraine","2013",630654.88,35.84,1619,8090
"2/19/2013","Household",5782,668.27,958250.86,"Ukraine","2013",3863937.14,502.54,6910,8090
"12/27/2013","Office Supplies",5463,651.21,689703.75,"Vietnam","2013",3557560.23,524.96,7440,8090
"10/10/2013","Meat",6112,421.89,349606.4,"Vietnam","2013",2578591.68,364.69,6073,8090
"8/21/2013","Cosmetics",1201,437.2,208817.87,"Canada","2013",525077.2,263.33,5473,8090
"3/18/2013","Meat",7218,421.89,412869.6,"United Kingdom","2013",3045202.02,364.69,6240,8090
"8/16/2013","Household",8162,668.27,1352688.26,"United Kingdom","2013",5454419.74,502.54,7366,8090
"6/14/2013","Vegetables",4361,154.06,275309.93,"United Kingdom","2013",671855.66,90.93,2949,8090
"7/1/2013","Personal Care",3431,81.73,85980.86,"Vietnam","2013",280415.63,56.67,2372,8090
"4/2/2013","Beverages",8907,47.45,139483.62,"United Kingdom","2013",422637.15,31.79,861,8090
"9/18/2013","Clothes",5074,109.28,372634.56,"Vietnam","2013",554486.72,35.84,1379,8090
"8/3/2013","Personal Care",2625,81.73,65782.5,"United Kingdom","2013",214541.25,56.67,2109,8090
"2/8/2013","Household",8544,668.27,1415997.12,"Australia","2013",5709698.88,502.54,6910,8090
"5/16/2013","Fruits",4055,9.33,9772.55,"Cuba","2013",37833.15,6.92,428,8090
"8/20/2013","Household",3975,668.27,658776.75,"Vietnam","2013",2656373.25,502.54,7183,8090
"7/12/2013","Office Supplies",3017,651.21,380896.25,"Luxembourg","2013",1964700.57,524.96,7440,8090
"1/3/2013","Household",894,668.27,148162.62,"Canada","2013",597433.38,502.54,7183,8090
"7/21/2013","Clothes",7305,109.28,536479.2,"Australia","2013",798290.4,35.84,1871,8090
"10/31/2013","Fruits",8919,9.33,21494.79,"Luxembourg","2013",83214.27,6.92,125,8090
"3/11/2013","Household",8159,668.27,1352191.07,"Singapore","2013",5452414.93,502.54,6743,8090
"7/8/2013","Clothes",4625,109.28,339660,"New Zealand","2013",505420,35.84,1619,8090
"6/3/2013","Baby Food",1910,255.28,183092.6,"New Zealand","2013",487584.8,159.42,4738,8090
"9/18/2013","Household",1070,668.27,177331.1,"Australia","2013",715048.9,502.54,7183,8090
"6/27/2013","Office Supplies",9898,651.21,1249622.5,"United Kingdom","2013",6445676.58,524.96,7440,8090
"3/6/2013","Cereal",7471,205.7,661855.89,"Ukraine","2013",1536784.7,117.11,4156,8090
"11/23/2013","Snacks",3822,152.58,210745.08,"Canada","2013",583160.76,97.44,3514,8090
"5/14/2013","Beverages",6253,47.45,97921.98,"Canada","2013",296704.85,31.79,1284,8090
"11/4/2013","Vegetables",599,154.06,37814.87,"New Zealand","2013",92281.94,90.93,2696,8090
"11/4/2013","Fruits",96,9.33,231.36,"Singapore","2013",895.68,6.92,428,8090
"1/18/2013","Meat",1378,421.89,78821.6,"Australia","2013",581364.42,364.69,6073,8090
"11/25/2013","Clothes",56,109.28,4112.64,"New Zealand","2013",6119.68,35.84,1379,8090
"5/7/2013","Household",764,668.27,126617.72,"Canada","2013",510558.28,502.54,6743,8090
"2/18/2013","Clothes",4200,109.28,308448,"Vietnam","2013",458976,35.84,1619,8090
"2/2/2013","Personal Care",9782,81.73,245136.92,"Cuba","2013",799482.86,56.67,2012,8090
"9/19/2013","Cereal",9297,205.7,823621.23,"United Kingdom","2013",1912392.9,117.11,4156,8090
"3/12/2013","Cereal",879,205.7,77870.61,"Luxembourg","2013",180810.3,117.11,4156,8090
"10/21/2013","Beverages",3917,47.45,61340.22,"Vietnam","2013",185861.65,31.79,1121,8090
"7/3/2013","Beverages",4233,47.45,66288.78,"Norway","2013",200855.85,31.79,861,8090
"8/10/2013","Snacks",2686,152.58,148106.04,"United Kingdom","2013",409829.88,97.44,3358,8090
"6/14/2013","Meat",7364,421.89,421220.8,"Canada","2013",3106797.96,364.69,6240,8090
"4/19/2013","Clothes",7979,109.28,585977.76,"Ukraine","2013",871945.12,35.84,1379,8090
"7/10/2013","Fruits",2286,9.33,5509.26,"Canada","2013",21328.38,6.92,125,8090
"3/15/2013","Vegetables",1402,154.06,88508.26,"Vietnam","2013",215992.12,90.93,2949,8090
"6/20/2013","Personal Care",7908,81.73,198174.48,"Ukraine","2013",646320.84,56.67,2625,8090
"7/23/2013","Beverages",3679,47.45,57613.14,"Norway","2013",174568.55,31.79,1121,8090
"4/4/2013","Household",1992,668.27,330134.16,"New Zealand","2013",1331193.84,502.54,6910,8090
"1/26/2013","Office Supplies",8153,651.21,1029316.25,"Cuba","2013",5309315.13,524.96,7440,8090
"10/10/2013","Personal Care",3326,81.73,83349.56,"Canada","2013",271833.98,56.67,2625,8090
"1/13/2013","Cereal",4406,205.7,390327.54,"Singapore","2013",906314.2,117.11,4438,8090
"9/12/2013","Snacks",1165,152.58,64238.1,"Vietnam","2013",177755.7,97.44,3514,8090
"7/24/2013","Clothes",186,109.28,13659.84,"New Zealand","2013",20326.08,35.84,1871,8090
"8/25/2013","Household",805,668.27,133412.65,"Singapore","2013",537957.35,502.54,6910,8090
"5/7/2013","Office Supplies",5908,651.21,745885,"Norway","2013",3847348.68,524.96,7440,8090
"12/8/2013","Office Supplies",8660,651.21,1093325,"United Kingdom","2013",5639478.6,524.96,7440,8090
"7/30/2013","Vegetables",1021,154.06,64455.73,"United Kingdom","2013",157295.26,90.93,2696,8090
"1/30/2013","Cereal",5899,205.7,522592.41,"New Zealand","2013",1213424.3,117.11,4711,8090
"8/16/2013","Meat",5013,421.89,286743.6,"Canada","2013",2114934.57,364.69,6073,8090
"8/18/2013","Clothes",2815,109.28,206733.6,"Cuba","2013",307623.2,35.84,1619,8090
"10/9/2013","Clothes",9962,109.28,731609.28,"Ukraine","2013",1088647.36,35.84,1871,8090
"8/15/2013","Office Supplies",7364,651.21,929705,"New Zealand","2013",4795510.44,524.96,7440,8090
"6/26/2013","Beverages",1815,47.45,28422.9,"Vietnam","2013",86121.75,31.79,667,8090
"9/26/2013","Meat",3496,421.89,199971.2,"Singapore","2013",1474927.44,364.69,6240,8090
"8/25/2013","Fruits",9803,9.33,23625.23,"United Kingdom","2013",91461.99,6.92,428,8090
"8/6/2013","Clothes",5220,109.28,383356.8,"Singapore","2013",570441.6,35.84,1379,8090
"9/23/2013","Clothes",4400,109.28,323136,"Ukraine","2013",480832,35.84,1619,8090
"7/17/2013","Fruits",6276,9.33,15125.16,"Cuba","2013",58555.08,6.92,125,8090
"1/6/2013","Fruits",6062,9.33,14609.42,"Norway","2013",56558.46,6.92,125,8090
"10/18/2013","Office Supplies",8884,651.21,1121605,"Cuba","2013",5785349.64,524.96,7440,8090
"5/29/2013","Vegetables",8800,154.06,555544,"United Kingdom","2013",1355728,90.93,2949,8090
"2/27/2013","Meat",9701,421.89,554897.2,"Vietnam","2013",4092754.89,364.69,6073,8090
"8/31/2013","Fruits",2854,9.33,6878.14,"Canada","2013",26627.82,6.92,125,8090
"10/16/2013","Baby Food",4658,255.28,446515.88,"Norway","2013",1189094.24,159.42,4738,8090
"4/13/2013","Baby Food",2001,255.28,191815.86,"Luxembourg","2013",510815.28,159.42,5024,8090
"9/1/2013","Cosmetics",1293,437.2,224813.91,"Luxembourg","2013",565299.6,263.33,5473,8090
"6/3/2013","Cereal",9559,205.7,846831.81,"Canada","2013",1966286.3,117.11,4021,8090
"5/12/2013","Household",380,668.27,62977.4,"Singapore","2013",253942.6,502.54,7183,8090
"3/25/2013","Snacks",4625,152.58,255022.5,"Ukraine","2013",705682.5,97.44,3358,8090
"6/13/2013","Office Supplies",6279,651.21,792723.75,"Ukraine","2013",4088947.59,524.96,7440,8090
"9/11/2013","Fruits",2946,9.33,7099.86,"Luxembourg","2013",27486.18,6.92,125,8090
"6/11/2013","Beverages",6267,47.45,98141.22,"Ukraine","2013",297369.15,31.79,861,8090
"5/28/2013","Snacks",9580,152.58,528241.2,"Cuba","2013",1461716.4,97.44,3830,8090
"5/29/2013","Cereal",1872,205.7,165840.48,"Cuba","2013",385070.4,117.11,4021,8090
"2/13/2013","Beverages",9805,47.45,153546.3,"Luxembourg","2013",465247.25,31.79,861,8090
"10/14/2013","Cosmetics",3858,437.2,670790.46,"Ukraine","2013",1686717.6,263.33,5473,8090
"9/13/2013","Fruits",9249,9.33,22290.09,"United Kingdom","2013",86293.17,6.92,125,8090
"7/25/2013","Beverages",7124,47.45,111561.84,"United Kingdom","2013",338033.8,31.79,1121,8090
"9/24/2013","Household",3975,668.27,658776.75,"New Zealand","2013",2656373.25,502.54,7183,8090
"3/26/2013","Cosmetics",777,437.2,135096.99,"Ukraine","2013",339704.4,263.33,5473,8090
"12/18/2013","Household",5958,668.27,987419.34,"Australia","2013",3981552.66,502.54,6910,8090
"6/23/2013","Baby Food",1791,255.28,171685.26,"Vietnam","2013",457206.48,159.42,4738,8090
"11/27/2013","Fruits",504,9.33,1214.64,"Vietnam","2013",4702.32,6.92,1,8090
"7/15/2013","Snacks",5471,152.58,301670.94,"United Kingdom","2013",834765.18,97.44,3358,8090
"8/31/2013","Cereal",9851,205.7,872700.09,"United Kingdom","2013",2026350.7,117.11,4156,8090
"4/22/2013","Cereal",8001,205.7,708808.59,"Vietnam","2013",1645805.7,117.11,4438,8090
"4/27/2013","Meat",8037,421.89,459716.4,"Vietnam","2013",3390729.93,364.69,6240,8090
"7/23/2013","Fruits",3963,9.33,9550.83,"Canada","2013",36974.79,6.92,125,8090
"10/18/2013","Personal Care",2744,81.73,68764.64,"Cuba","2013",224267.12,56.67,2625,8090
"8/13/2013","Office Supplies",7350,651.21,927937.5,"Cuba","2013",4786393.5,524.96,7440,8090
"1/22/2013","Cosmetics",7763,437.2,1349752.81,"Norway","2013",3393983.6,263.33,5473,8090
"9/20/2013","Vegetables",8946,154.06,564760.98,"Vietnam","2013",1378220.76,90.93,2949,8090
"9/9/2013","Clothes",1931,109.28,141812.64,"Norway","2013",211019.68,35.84,1316,8090
"9/15/2013","Snacks",3121,152.58,172091.94,"United Kingdom","2013",476202.18,97.44,3514,8090
"11/20/2013","Clothes",7373,109.28,541473.12,"Norway","2013",805721.44,35.84,1871,8090
"8/2/2013","Vegetables",2830,154.06,178657.9,"Australia","2013",435989.8,90.93,2696,8090
"5/2/2013","Cosmetics",9654,437.2,1678540.98,"Vietnam","2013",4220728.8,263.33,5473,8090
"1/14/2013","Household",986,668.27,163409.78,"Luxembourg","2013",658914.22,502.54,6910,8090
"2/13/2013","Meat",7588,421.89,434033.6,"New Zealand","2013",3201301.32,364.69,6073,8090
"9/3/2013","Office Supplies",6809,651.21,859636.25,"New Zealand","2013",4434088.89,524.96,7440,8090
"1/4/2013","Personal Care",9333,81.73,233884.98,"Luxembourg","2013",762786.09,56.67,2372,8090
"10/16/2013","Baby Food",8872,255.28,850469.92,"Cuba","2013",2264844.16,159.42,5024,8090
"12/26/2013","Snacks",6240,152.58,344073.6,"Norway","2013",952099.2,97.44,3514,8090
"10/2/2013","Baby Food",8331,255.28,798609.66,"Vietnam","2013",2126737.68,159.42,5024,8090
"10/4/2013","Baby Food",8345,255.28,799951.7,"Ukraine","2013",2130311.6,159.42,5024,8090
"10/22/2013","Personal Care",710,81.73,17792.6,"Singapore","2013",58028.3,56.67,2372,8090
"9/23/2013","Snacks",1682,152.58,92745.48,"Cuba","2013",256639.56,97.44,3514,8090
"3/17/2013","Beverages",9924,47.45,155409.84,"Norway","2013",470893.8,31.79,1121,8090
"5/11/2013","Beverages",5723,47.45,89622.18,"Australia","2013",271556.35,31.79,1121,8090
"8/29/2013","Vegetables",4126,154.06,260474.38,"Norway","2013",635651.56,90.93,2949,8090
"9/29/2013","Beverages",8658,47.45,135584.28,"United Kingdom","2013",410822.1,31.79,1121,8090
"11/23/2013","Beverages",3111,47.45,48718.26,"United Kingdom","2013",147616.95,31.79,667,8090
"3/30/2013","Cereal",5239,205.7,464123.01,"Australia","2013",1077662.3,117.11,4682,8090
"9/7/2013","Personal Care",5557,81.73,139258.42,"Australia","2013",454173.61,56.67,2372,8090
"1/16/2013","Baby Food",6927,255.28,664022.22,"Ukraine","2013",1768324.56,159.42,5024,8090
"9/26/2013","Meat",564,421.89,32260.8,"Ukraine","2013",237945.96,364.69,6240,8090
"4/25/2013","Vegetables",5735,154.06,362050.55,"Ukraine","2013",883534.1,90.93,2696,8090
"12/1/2013","Personal Care",5533,81.73,138656.98,"New Zealand","2013",452212.09,56.67,2012,8090
"7/13/2013","Fruits",1599,9.33,3853.59,"United Kingdom","2013",14918.67,6.92,125,8090
"7/14/2013","Snacks",2393,152.58,131950.02,"New Zealand","2013",365123.94,97.44,3514,8090
"4/14/2013","Clothes",6723,109.28,493737.12,"United Kingdom","2013",734689.44,35.84,1871,8090
"10/16/2013","Household",3870,668.27,641375.1,"Ukraine","2013",2586204.9,502.54,6910,8090
"4/14/2012","Cosmetics",1814,437.2,315400.18,"New Zealand","2012",793080.8,263.33,5473,8090
"4/11/2012","Baby Food",7148,255.28,685207.28,"United Kingdom","2012",1824741.44,159.42,4738,8090
"4/4/2012","Clothes",7088,109.28,520542.72,"United Kingdom","2012",774576.64,35.84,1619,8090
"12/28/2012","Baby Food",5923,255.28,567778.78,"Vietnam","2012",1512023.44,159.42,4738,8090
"7/21/2012","Personal Care",4469,81.73,111993.14,"Cuba","2012",365251.37,56.67,2012,8090
"8/24/2012","Cereal",678,205.7,60064.02,"Norway","2012",139464.6,117.11,4711,8090
"11/25/2012","Fruits",6154,9.33,14831.14,"Singapore","2012",57416.82,6.92,125,8090
"10/8/2012","Personal Care",1762,81.73,44155.72,"Singapore","2012",144008.26,56.67,2109,8090
"7/19/2012","Office Supplies",7174,651.21,905717.5,"Vietnam","2012",4671780.54,524.96,7440,8090
"11/12/2012","Beverages",2618,47.45,40997.88,"Canada","2012",124224.1,31.79,667,8090
"4/17/2012","Office Supplies",4555,651.21,575068.75,"Ukraine","2012",2966261.55,524.96,7440,8090
"1/24/2012","Snacks",8224,152.58,453471.36,"Norway","2012",1254817.92,97.44,3830,8090
"8/19/2012","Fruits",5994,9.33,14445.54,"Ukraine","2012",55924.02,6.92,1,8090
"4/23/2012","Cereal",9607,205.7,851084.13,"New Zealand","2012",1976159.9,117.11,4438,8090
"8/28/2012","Fruits",3787,9.33,9126.67,"Ukraine","2012",35332.71,6.92,125,8090
"11/29/2012","Cereal",9253,205.7,819723.27,"Australia","2012",1903342.1,117.11,4156,8090
"4/27/2012","Baby Food",67,255.28,6422.62,"Vietnam","2012",17103.76,159.42,4738,8090
"11/12/2012","Cereal",2688,205.7,238129.92,"New Zealand","2012",552921.6,117.11,4021,8090
"8/13/2012","Cosmetics",7801,437.2,1356359.87,"New Zealand","2012",3410597.2,263.33,5397,8090
"7/28/2012","Cereal",6029,205.7,534109.11,"Canada","2012",1240165.3,117.11,4682,8090
"7/9/2012","Baby Food",8944,255.28,857371.84,"Cuba","2012",2283224.32,159.42,4738,8090
"11/9/2012","Baby Food",5379,255.28,515630.94,"Vietnam","2012",1373151.12,159.42,5364,8090
"8/1/2012","Snacks",632,152.58,34848.48,"Luxembourg","2012",96430.56,97.44,3514,8090
"8/21/2012","Meat",5510,421.89,315172,"Canada","2012",2324613.9,364.69,6240,8090
"11/22/2012","Beverages",410,47.45,6420.6,"Canada","2012",19454.5,31.79,667,8090
"8/31/2012","Clothes",7234,109.28,531264.96,"New Zealand","2012",790531.52,35.84,1871,8090
"9/21/2012","Cereal",1338,205.7,118533.42,"United Kingdom","2012",275226.6,117.11,4438,8090
"6/6/2012","Vegetables",7752,154.06,489383.76,"Canada","2012",1194273.12,90.93,2949,8090
"1/1/2012","Fruits",7471,9.33,18005.11,"Canada","2012",69704.43,6.92,428,8090
"10/19/2012","Cosmetics",8991,437.2,1563265.17,"Norway","2012",3930865.2,263.33,5473,8090
"6/9/2012","Fruits",562,9.33,1354.42,"Vietnam","2012",5243.46,6.92,125,8090
"4/21/2012","Snacks",3088,152.58,170272.32,"Norway","2012",471167.04,97.44,3514,8090
"3/29/2012","Cosmetics",1260,437.2,219076.2,"Vietnam","2012",550872,263.33,5473,8090
"9/21/2012","Personal Care",8908,81.73,223234.48,"Luxembourg","2012",728050.84,56.67,2372,8090
"4/14/2012","Fruits",9743,9.33,23480.63,"Singapore","2012",90902.19,6.92,125,8090
"4/16/2012","Fruits",5331,9.33,12847.71,"Norway","2012",49738.23,6.92,428,8090
